ParticipantId,StartTime (America/New_York),CompletionTime (America/New_York),CompletionType,CompletionCode,Payment,Bonus,Fees,Status,Political Ideology
9C2F139BFFB54695BF441277B44E7CCD,08/02/2023 01:40:43 PM,08/02/2023 01:46:06 PM,Redirect,,2.5,0,0.00,Approved,Conservative
62573FD55E8C414D9D3B8858935DBEA8,08/02/2023 01:44:28 PM,08/02/2023 01:50:26 PM,Redirect,,2.5,0,0.00,Approved,Liberal
E79C877977FF4828A8AC2219AD7B6E67,08/02/2023 01:45:09 PM,08/02/2023 01:49:11 PM,Redirect,,2.5,0,0.00,Approved,Somewhat Liberal
443CA0BC0F3443F1851D497BE4340238,08/02/2023 01:46:27 PM,08/02/2023 01:55:37 PM,Redirect,,2.5,0,0.00,Approved,Somewhat Conservative
B29398EE0E1948B5923B39B9E135503A,08/02/2023 01:46:58 PM,08/02/2023 01:50:43 PM,Redirect,,2.5,0,0.00,Approved,Moderate
028687F82CEF4E15B1B596ED0A8BD7A1,08/04/2023 03:23:27 PM,08/04/2023 03:30:46 PM,Redirect,,2.5,0,0.00,Approved,Liberal
8629D06659DE40C28BECB6CC28781A86,08/04/2023 03:23:29 PM,08/04/2023 03:28:29 PM,Redirect,,2.5,0,0.00,Approved,Conservative
08118FE4A7504A34B93DEC7B88ED4EB6,08/04/2023 03:23:30 PM,08/04/2023 03:28:15 PM,Redirect,,2.5,0,0.00,Approved,Somewhat Conservative
6EE52562390F4564BA965E2054A24FD5,08/04/2023 03:23:34 PM,08/04/2023 03:31:50 PM,Redirect,,2.5,0,0.00,Approved,Somewhat Liberal
B336CD14B1614BA3B17FEADD0AD234E2,08/04/2023 03:23:42 PM,08/04/2023 03:29:29 PM,Redirect,,2.5,0,0.00,Approved,Moderate
D24682EB1F894D52B27261018A74A8B0,08/07/2023 11:43:20 AM,08/07/2023 11:48:21 AM,Redirect,,2.5,1.50,0.00,Approved,Somewhat Conservative
0C2812C24C2B4C7AB352B4C0AF05ECDD,08/07/2023 11:43:21 AM,08/07/2023 11:49:43 AM,Redirect,,2.5,0,0.00,Approved,Conservative
6E49D30C07F943328B3544D437D78C13,08/07/2023 11:43:21 AM,08/07/2023 11:50:43 AM,Redirect,,2.5,0,0.00,Approved,Conservative
2583756F3E164C5483728003BC76B2C9,08/07/2023 11:43:22 AM,08/07/2023 11:48:10 AM,Redirect,,2.5,1.5,0.00,Approved,Moderate
2786E0A8DBDF4936801E535C64138EE9,08/07/2023 11:43:22 AM,08/07/2023 11:47:39 AM,Redirect,,2.5,0,0.00,Approved,Moderate
82AE6AD1BE4D41389B59F5A165F97E30,08/07/2023 11:43:23 AM,08/07/2023 11:49:06 AM,Redirect,,2.5,0,0.00,Approved,Somewhat Liberal
42E11D90D1474FD69C5FC6536F3C23C7,08/07/2023 11:43:25 AM,08/07/2023 11:47:56 AM,Redirect,,2.5,0,0.00,Approved,Somewhat Liberal
07B408114B4545CA8B587B7E09BF1A01,08/07/2023 11:43:31 AM,08/07/2023 11:50:57 AM,Redirect,,2.5,0,0.00,Approved,Somewhat Conservative
7AFFADA361464F95A44AF3FD3A902C96,08/07/2023 11:43:57 AM,08/07/2023 11:52:03 AM,Redirect,,2.5,0,0.00,Approved,Liberal
11675984EA2745BDA985855DDDF7788E,08/07/2023 11:44:05 AM,08/07/2023 11:49:15 AM,Redirect,,2.5,0,0.00,Approved,Liberal
1F8FAFCF5442455CAF4C9CFF8620AB7E,08/16/2023 10:10:05 AM,08/16/2023 10:15:37 AM,Redirect,,0,0,0,Pending,Somewhat Liberal
90D1BC8E7F854BDBAA70C598ED33F2F8,08/16/2023 10:10:05 AM,08/16/2023 10:15:38 AM,Redirect,,0,0,0,Pending,Somewhat Liberal
7DD0416DB65047FDAA5BCCEDBDF9B817,08/16/2023 10:10:08 AM,08/16/2023 10:42:13 AM,Redirect,,0,0,0,Pending,Moderate
67072977C58740A19253F4B13879300D,08/16/2023 10:10:08 AM,08/16/2023 10:16:07 AM,Redirect,,0,0,0,Pending,Moderate
9089405D45634C35A798EC274EA35117,08/16/2023 10:10:08 AM,08/16/2023 10:17:39 AM,Redirect,,0,0,0,Pending,Somewhat Conservative
0EDC1DCFD01143D584D00F56B204988B,08/16/2023 10:10:14 AM,08/16/2023 10:15:48 AM,Redirect,,0,0,0,Pending,Conservative
098F41CFB27E489E9FB7B2BC628C94D3,08/16/2023 10:10:15 AM,08/16/2023 10:29:57 AM,Redirect,,0,0,0,Pending,Liberal
6C9C5DE26A6447B98260526F6653FAC2,08/16/2023 10:10:15 AM,08/16/2023 10:18:15 AM,Redirect,,0,0,0,Pending,Conservative
D7DFE89C1CA84D0C8547B9956FE1F41B,08/16/2023 10:10:17 AM,08/16/2023 10:15:33 AM,Redirect,,0,0,0,Pending,Somewhat Conservative
E5562AC4206B4E70911566DD4F8CFA02,08/16/2023 10:10:18 AM,08/16/2023 10:19:25 AM,Redirect,,0,0,0,Pending,Liberal
A5DD87C51D044489A83F3E76946D583E,08/16/2023 11:21:30 AM,08/16/2023 11:26:54 AM,Redirect,,0,0,0,Pending,Conservative
2C49A4205FCE4B87B21F1A119800802B,08/16/2023 11:21:33 AM,08/16/2023 11:26:34 AM,Redirect,,0,0,0,Pending,Somewhat Conservative
82DD13B9FD274E2BAB0BA0C3C3A825F9,08/16/2023 11:21:33 AM,08/16/2023 11:27:43 AM,Redirect,,0,0,0,Pending,Moderate
595DA76E0EEE4422825351456B93BD6B,08/16/2023 11:21:34 AM,08/16/2023 11:26:44 AM,Redirect,,0,0,0,Pending,Somewhat Liberal
53C96BDAFEEA420CAA2BE41E4E30ADB0,08/16/2023 11:21:35 AM,08/16/2023 11:29:45 AM,Redirect,,0,0,0,Pending,Moderate
0AA37D5D01BA4B76A3FF64C0B1F49B70,08/16/2023 11:21:36 AM,08/16/2023 11:35:09 AM,Redirect,,0,0,0,Pending,Conservative
176B40DB9C0E4C7A9EC1E3EC0095D980,08/16/2023 11:21:36 AM,08/16/2023 11:26:47 AM,Redirect,,0,0,0,Pending,Conservative
154EFE492C03495AB7D6D6F9B8017FA4,08/16/2023 11:21:38 AM,08/16/2023 11:28:26 AM,Redirect,,0,0,0,Pending,Moderate
1A24AEAA97534FB2BC56EF43209C24E5,08/16/2023 11:21:39 AM,08/16/2023 11:27:59 AM,Redirect,,0,0,0,Pending,Moderate
68CDB46365634548A07C5D65711A65B3,08/16/2023 11:21:39 AM,08/16/2023 11:29:30 AM,Redirect,,0,0,0,Pending,Somewhat Conservative
4BF6042F19F0439898FBC8063BF6F559,08/16/2023 11:21:40 AM,08/16/2023 11:26:51 AM,Redirect,,0,0,0,Pending,Conservative
66A7A11A705944A7908EF734EAFAE1CB,08/16/2023 11:21:41 AM,08/16/2023 11:38:00 AM,Redirect,,0,0,0,Pending,Moderate
607E4FC7E381417E9987975290D695EF,08/16/2023 11:21:42 AM,08/16/2023 11:26:14 AM,Redirect,,0,0,0,Pending,Somewhat Liberal
312642AC1BAC48A98BCA5FF4078B3859,08/16/2023 11:21:43 AM,08/16/2023 11:29:58 AM,Redirect,,0,0,0,Pending,Conservative
